"","Id","When","Type","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"39",592151,"12/1/1966 12:00:00 AM","Rye",1516,NA,NA,NA,NA,NA,1290,NA,NA,NA,4402,"7/23/2020 9:48:24 AM"
"40",592152,"12/1/1966 12:00:00 AM","Wheat, excluding durum",439566,NA,NA,NA,NA,NA,193911,NA,NA,NA,1111649,"7/23/2020 9:48:24 AM"
"41",592153,"1/1/1967 12:00:00 AM","All grains, total",562170,NA,NA,NA,NA,NA,142104,NA,NA,NA,711365,"7/23/2020 9:48:24 AM"
"42",592154,"1/1/1967 12:00:00 AM","Barley",100941,NA,NA,NA,NA,NA,12822,NA,NA,NA,27725,"7/23/2020 9:48:24 AM"
"43",592155,"1/1/1967 12:00:00 AM","Canola (rapeseed)",12472,NA,NA,NA,NA,NA,2114,NA,NA,NA,10907,"7/23/2020 9:48:24 AM"
"44",592156,"1/1/1967 12:00:00 AM","Durum wheat",36534,NA,NA,NA,NA,NA,1565,NA,NA,NA,76808,"7/23/2020 9:48:24 AM"
"45",592157,"1/1/1967 12:00:00 AM","Flaxseed",4567,NA,NA,NA,NA,NA,6223,NA,NA,NA,5080,"7/23/2020 9:48:24 AM"
"46",592158,"1/1/1967 12:00:00 AM","Oats",9812,NA,NA,NA,NA,NA,5888,NA,NA,NA,7409,"7/23/2020 9:48:24 AM"
"47",592159,"1/1/1967 12:00:00 AM","Rye",2304,NA,NA,NA,NA,NA,1473,NA,NA,NA,5492,"7/23/2020 9:48:24 AM"
"48",592160,"1/1/1967 12:00:00 AM","Wheat, excluding durum",395540,NA,NA,NA,NA,NA,112019,NA,NA,NA,577944,"7/23/2020 9:48:24 AM"
"49",592161,"2/1/1967 12:00:00 AM","All grains, total",451620,NA,NA,NA,NA,NA,50298,NA,NA,NA,245052,"7/23/2020 9:48:24 AM"
"50",592162,"2/1/1967 12:00:00 AM","Barley",90950,NA,NA,NA,NA,NA,5315,NA,NA,NA,17102,"7/23/2020 9:48:24 AM"
"51",592163,"2/1/1967 12:00:00 AM","Canola (rapeseed)",23061,NA,NA,NA,NA,NA,2731,NA,NA,NA,14290,"7/23/2020 9:48:24 AM"
"52",592164,"2/1/1967 12:00:00 AM","Durum wheat",9419,NA,NA,NA,NA,NA,604,NA,NA,NA,17260,"7/23/2020 9:48:24 AM"
"53",592165,"2/1/1967 12:00:00 AM","Flaxseed",8850,NA,NA,NA,NA,NA,5814,NA,NA,NA,3048,"7/23/2020 9:48:24 AM"
"54",592166,"2/1/1967 12:00:00 AM","Oats",7861,NA,NA,NA,NA,NA,2828,NA,NA,NA,4331,"7/23/2020 9:48:24 AM"
"55",592167,"2/1/1967 12:00:00 AM","Rye",1913,NA,NA,NA,NA,NA,366,NA,NA,NA,3228,"7/23/2020 9:48:24 AM"
"56",592168,"2/1/1967 12:00:00 AM","Wheat, excluding durum",309566,NA,NA,NA,NA,NA,32640,NA,NA,NA,185793,"7/23/2020 9:48:24 AM"
"57",592169,"3/1/1967 12:00:00 AM","All grains, total",409732,NA,NA,NA,NA,NA,121419,NA,NA,NA,502237,"7/23/2020 9:48:24 AM"
"58",592170,"3/1/1967 12:00:00 AM","Barley",92106,NA,NA,NA,NA,NA,12970,NA,NA,NA,37216,"7/23/2020 9:48:24 AM"
"59",592171,"3/1/1967 12:00:00 AM","Canola (rapeseed)",11444,NA,NA,NA,NA,NA,2576,NA,NA,NA,15712,"7/23/2020 9:48:24 AM"
"60",592172,"3/1/1967 12:00:00 AM","Durum wheat",4216,NA,NA,NA,NA,NA,670,NA,NA,NA,14713,"7/23/2020 9:48:24 AM"
"61",592173,"3/1/1967 12:00:00 AM","Flaxseed",6081,NA,NA,NA,NA,NA,14588,NA,NA,NA,6825,"7/23/2020 9:48:24 AM"
"62",592174,"3/1/1967 12:00:00 AM","Oats",9087,NA,NA,NA,NA,NA,4361,NA,NA,NA,6800,"7/23/2020 9:48:24 AM"
"63",592175,"3/1/1967 12:00:00 AM","Rye",2047,NA,NA,NA,NA,NA,1072,NA,NA,NA,4443,"7/23/2020 9:48:24 AM"
"64",592176,"3/1/1967 12:00:00 AM","Wheat, excluding durum",284751,NA,NA,NA,NA,NA,85182,NA,NA,NA,416528,"7/23/2020 9:48:24 AM"
"65",592177,"4/1/1967 12:00:00 AM","All grains, total",475668,NA,NA,NA,NA,NA,177511,NA,NA,NA,700005,"7/23/2020 9:48:24 AM"
"66",592178,"4/1/1967 12:00:00 AM","Barley",108046,NA,NA,NA,NA,NA,17427,NA,NA,NA,47860,"7/23/2020 9:48:24 AM"
"67",592179,"4/1/1967 12:00:00 AM","Canola (rapeseed)",23730,NA,NA,NA,NA,NA,4570,NA,NA,NA,22129,"7/23/2020 9:48:24 AM"
"68",592180,"4/1/1967 12:00:00 AM","Durum wheat",1113,NA,NA,NA,NA,NA,683,NA,NA,NA,8889,"7/23/2020 9:48:24 AM"
"69",592181,"4/1/1967 12:00:00 AM","Flaxseed",18975,NA,NA,NA,NA,NA,18441,NA,NA,NA,18296,"7/23/2020 9:48:24 AM"
"70",592182,"4/1/1967 12:00:00 AM","Oats",12076,NA,NA,NA,NA,NA,7975,NA,NA,NA,9337,"7/23/2020 9:48:24 AM"
"71",592183,"4/1/1967 12:00:00 AM","Rye",4181,NA,NA,NA,NA,NA,2187,NA,NA,NA,11337,"7/23/2020 9:48:24 AM"
"72",592184,"4/1/1967 12:00:00 AM","Wheat, excluding durum",307547,NA,NA,NA,NA,NA,126228,NA,NA,NA,582157,"7/23/2020 9:48:24 AM"
"73",592185,"5/1/1967 12:00:00 AM","All grains, total",347174,NA,NA,NA,NA,NA,117076,NA,NA,NA,1005682,"7/23/2020 9:48:24 AM"
"74",592186,"5/1/1967 12:00:00 AM","Barley",77599,NA,NA,NA,NA,NA,15966,NA,NA,NA,57638,"7/23/2020 9:48:24 AM"
"75",592187,"5/1/1967 12:00:00 AM","Canola (rapeseed)",8748,NA,NA,NA,NA,NA,1365,NA,NA,NA,11666,"7/23/2020 9:48:24 AM"
"76",592188,"5/1/1967 12:00:00 AM","Durum wheat",661,NA,NA,NA,NA,NA,416,NA,NA,NA,14283,"7/23/2020 9:48:24 AM"
"77",592189,"5/1/1967 12:00:00 AM","Flaxseed",6401,NA,NA,NA,NA,NA,7996,NA,NA,NA,12889,"7/23/2020 9:48:24 AM"
"78",592190,"5/1/1967 12:00:00 AM","Oats",10064,NA,NA,NA,NA,NA,7261,NA,NA,NA,11147,"7/23/2020 9:48:24 AM"
"79",592191,"5/1/1967 12:00:00 AM","Rye",1880,NA,NA,NA,NA,NA,975,NA,NA,NA,9510,"7/23/2020 9:48:24 AM"
"80",592192,"5/1/1967 12:00:00 AM","Wheat, excluding durum",241821,NA,NA,NA,NA,NA,83097,NA,NA,NA,888549,"7/23/2020 9:48:24 AM"
"81",592193,"6/1/1967 12:00:00 AM","All grains, total",611545,NA,NA,NA,NA,NA,262525,NA,NA,NA,1886822,"7/23/2020 9:48:24 AM"
"82",592194,"6/1/1967 12:00:00 AM","Barley",122237,NA,NA,NA,NA,NA,35226,NA,NA,NA,120854,"7/23/2020 9:48:24 AM"
"83",592195,"6/1/1967 12:00:00 AM","Canola (rapeseed)",12660,NA,NA,NA,NA,NA,2508,NA,NA,NA,17014,"7/23/2020 9:48:24 AM"
"84",592196,"6/1/1967 12:00:00 AM","Durum wheat",1168,NA,NA,NA,NA,NA,735,NA,NA,NA,28846,"7/23/2020 9:48:24 AM"
"85",592197,"6/1/1967 12:00:00 AM","Flaxseed",13544,NA,NA,NA,NA,NA,16877,NA,NA,NA,20473,"7/23/2020 9:48:24 AM"
"86",592198,"6/1/1967 12:00:00 AM","Oats",13251,NA,NA,NA,NA,NA,16910,NA,NA,NA,21827,"7/23/2020 9:48:24 AM"
"87",592199,"6/1/1967 12:00:00 AM","Rye",4775,NA,NA,NA,NA,NA,4245,NA,NA,NA,16435,"7/23/2020 9:48:24 AM"
"88",592200,"6/1/1967 12:00:00 AM","Wheat, excluding durum",443910,NA,NA,NA,NA,NA,186024,NA,NA,NA,1661373,"7/23/2020 9:48:24 AM"
"89",592201,"7/1/1967 12:00:00 AM","All grains, total",847883,NA,NA,NA,NA,NA,287399,NA,NA,NA,1915425,"7/23/2020 9:48:24 AM"
"90",592202,"7/1/1967 12:00:00 AM","Barley",205220,NA,NA,NA,NA,NA,37845,NA,NA,NA,114377,"7/23/2020 9:48:24 AM"
"91",592203,"7/1/1967 12:00:00 AM","Canola (rapeseed)",25267,NA,NA,NA,NA,NA,3456,NA,NA,NA,30432,"7/23/2020 9:48:24 AM"
"92",592204,"7/1/1967 12:00:00 AM","Durum wheat",2817,NA,NA,NA,NA,NA,1026,NA,NA,NA,39160,"7/23/2020 9:48:24 AM"
"93",592205,"7/1/1967 12:00:00 AM","Flaxseed",21464,NA,NA,NA,NA,NA,17072,NA,NA,NA,25325,"7/23/2020 9:48:24 AM"
"94",592206,"7/1/1967 12:00:00 AM","Oats",34485,NA,NA,NA,NA,NA,30921,NA,NA,NA,23857,"7/23/2020 9:48:24 AM"
"95",592207,"7/1/1967 12:00:00 AM","Rye",10983,NA,NA,NA,NA,NA,6040,NA,NA,NA,22368,"7/23/2020 9:48:24 AM"
"96",592208,"7/1/1967 12:00:00 AM","Wheat, excluding durum",547647,NA,NA,NA,NA,NA,191039,NA,NA,NA,1659906,"7/23/2020 9:48:24 AM"
"97",592209,"8/1/1967 12:00:00 AM","All grains, total",74291,NA,NA,NA,NA,NA,144435,NA,NA,NA,284533,"7/23/2020 9:48:24 AM"
"98",592210,"8/1/1967 12:00:00 AM","Barley",26604,NA,NA,NA,NA,NA,37272,NA,NA,NA,29785,"7/23/2020 9:48:24 AM"
"99",592211,"8/1/1967 12:00:00 AM","Canola (rapeseed)",392,NA,NA,NA,NA,NA,1275,NA,NA,NA,2728,"7/23/2020 9:48:24 AM"
"100",592212,"8/1/1967 12:00:00 AM","Durum wheat",416,NA,NA,NA,NA,NA,1064,NA,NA,NA,11784,"7/23/2020 9:48:24 AM"
"101",592213,"8/1/1967 12:00:00 AM","Flaxseed",160,NA,NA,NA,NA,NA,2060,NA,NA,NA,1483,"7/23/2020 9:48:24 AM"
"102",592214,"8/1/1967 12:00:00 AM","Oats",4084,NA,NA,NA,NA,NA,25408,NA,NA,NA,9665,"7/23/2020 9:48:24 AM"
"103",592215,"8/1/1967 12:00:00 AM","Rye",3815,NA,NA,NA,NA,NA,14532,NA,NA,NA,11832,"7/23/2020 9:48:24 AM"
"104",592216,"8/1/1967 12:00:00 AM","Wheat, excluding durum",38820,NA,NA,NA,NA,NA,62824,NA,NA,NA,217256,"7/23/2020 9:48:24 AM"
"105",592217,"9/1/1967 12:00:00 AM","All grains, total",638318,NA,NA,NA,NA,NA,357996,NA,NA,NA,1076683,"7/23/2020 9:48:24 AM"
"106",592218,"9/1/1967 12:00:00 AM","Barley",159984,NA,NA,NA,NA,NA,30680,NA,NA,NA,70556,"7/23/2020 9:48:24 AM"
"107",592219,"9/1/1967 12:00:00 AM","Canola (rapeseed)",36759,NA,NA,NA,NA,NA,9426,NA,NA,NA,25948,"7/23/2020 9:48:24 AM"
"108",592220,"9/1/1967 12:00:00 AM","Durum wheat",16811,NA,NA,NA,NA,NA,20199,NA,NA,NA,150203,"7/23/2020 9:48:24 AM"
"109",592221,"9/1/1967 12:00:00 AM","Flaxseed",11921,NA,NA,NA,NA,NA,46306,NA,NA,NA,5537,"7/23/2020 9:48:24 AM"
"110",592222,"9/1/1967 12:00:00 AM","Oats",21847,NA,NA,NA,NA,NA,43507,NA,NA,NA,19352,"7/23/2020 9:48:24 AM"
"111",592223,"9/1/1967 12:00:00 AM","Rye",5281,NA,NA,NA,NA,NA,1837,NA,NA,NA,7277,"7/23/2020 9:48:24 AM"
"112",592224,"9/1/1967 12:00:00 AM","Wheat, excluding durum",385715,NA,NA,NA,NA,NA,206041,NA,NA,NA,797810,"7/23/2020 9:48:24 AM"
"113",592225,"10/1/1967 12:00:00 AM","All grains, total",405531,NA,NA,NA,NA,NA,193104,NA,NA,NA,800767,"7/23/2020 9:48:24 AM"
"114",592226,"10/1/1967 12:00:00 AM","Barley",132675,NA,NA,NA,NA,NA,21117,NA,NA,NA,64394,"7/23/2020 9:48:24 AM"
"115",592227,"10/1/1967 12:00:00 AM","Canola (rapeseed)",20727,NA,NA,NA,NA,NA,2386,NA,NA,NA,14821,"7/23/2020 9:48:24 AM"
"116",592228,"10/1/1967 12:00:00 AM","Durum wheat",8336,NA,NA,NA,NA,NA,1938,NA,NA,NA,43289,"7/23/2020 9:48:24 AM"
"117",592229,"10/1/1967 12:00:00 AM","Flaxseed",9457,NA,NA,NA,NA,NA,33972,NA,NA,NA,11552,"7/23/2020 9:48:24 AM"
"118",592230,"10/1/1967 12:00:00 AM","Oats",13534,NA,NA,NA,NA,NA,11665,NA,NA,NA,11308,"7/23/2020 9:48:24 AM"
"119",592231,"10/1/1967 12:00:00 AM","Rye",1600,NA,NA,NA,NA,NA,1407,NA,NA,NA,3381,"7/23/2020 9:48:24 AM"
"120",592232,"10/1/1967 12:00:00 AM","Wheat, excluding durum",219202,NA,NA,NA,NA,NA,120619,NA,NA,NA,652022,"7/23/2020 9:48:24 AM"
"121",592233,"11/1/1967 12:00:00 AM","All grains, total",363266,NA,NA,NA,NA,NA,232838,NA,NA,NA,690663,"7/23/2020 9:48:24 AM"
"122",592234,"11/1/1967 12:00:00 AM","Barley",94636,NA,NA,NA,NA,NA,17880,NA,NA,NA,31603,"7/23/2020 9:48:24 AM"
"123",592235,"11/1/1967 12:00:00 AM","Canola (rapeseed)",10848,NA,NA,NA,NA,NA,753,NA,NA,NA,9700,"7/23/2020 9:48:24 AM"
"124",592236,"11/1/1967 12:00:00 AM","Durum wheat",9640,NA,NA,NA,NA,NA,1505,NA,NA,NA,56951,"7/23/2020 9:48:24 AM"
"125",592237,"11/1/1967 12:00:00 AM","Flaxseed",2334,NA,NA,NA,NA,NA,7549,NA,NA,NA,2733,"7/23/2020 9:48:24 AM"
"126",592238,"11/1/1967 12:00:00 AM","Oats",8387,NA,NA,NA,NA,NA,6483,NA,NA,NA,5136,"7/23/2020 9:48:24 AM"
"127",592239,"11/1/1967 12:00:00 AM","Rye",1092,NA,NA,NA,NA,NA,1481,NA,NA,NA,2756,"7/23/2020 9:48:24 AM"
"128",592240,"11/1/1967 12:00:00 AM","Wheat, excluding durum",236329,NA,NA,NA,NA,NA,197187,NA,NA,NA,581784,"7/23/2020 9:48:24 AM"
"129",592241,"12/1/1967 12:00:00 AM","All grains, total",408155,NA,NA,NA,NA,NA,284100,NA,NA,NA,969082,"7/23/2020 9:48:24 AM"
"130",592242,"12/1/1967 12:00:00 AM","Barley",99091,NA,NA,NA,NA,NA,21568,NA,NA,NA,41490,"7/23/2020 9:48:24 AM"
"131",592243,"12/1/1967 12:00:00 AM","Canola (rapeseed)",13717,NA,NA,NA,NA,NA,2121,NA,NA,NA,12331,"7/23/2020 9:48:24 AM"
"132",592244,"12/1/1967 12:00:00 AM","Durum wheat",4855,NA,NA,NA,NA,NA,1255,NA,NA,NA,46258,"7/23/2020 9:48:24 AM"
"133",592245,"12/1/1967 12:00:00 AM","Flaxseed",2398,NA,NA,NA,NA,NA,3597,NA,NA,NA,2847,"7/23/2020 9:48:24 AM"
"134",592246,"12/1/1967 12:00:00 AM","Oats",5933,NA,NA,NA,NA,NA,9762,NA,NA,NA,5202,"7/23/2020 9:48:24 AM"
"135",592247,"12/1/1967 12:00:00 AM","Rye",1283,NA,NA,NA,NA,NA,1720,NA,NA,NA,3074,"7/23/2020 9:48:24 AM"
"136",592248,"12/1/1967 12:00:00 AM","Wheat, excluding durum",280878,NA,NA,NA,NA,NA,244077,NA,NA,NA,857880,"7/23/2020 9:48:24 AM"
"137",592249,"1/1/1968 12:00:00 AM","All grains, total",413111,NA,NA,NA,NA,NA,173055,NA,NA,NA,684937,"7/23/2020 9:48:24 AM"
"138",592250,"1/1/1968 12:00:00 AM","Barley",75357,NA,NA,NA,NA,NA,18981,NA,NA,NA,25358,"7/23/2020 9:48:24 AM"
"139",592251,"1/1/1968 12:00:00 AM","Canola (rapeseed)",20614,NA,NA,NA,NA,NA,3488,NA,NA,NA,15254,"7/23/2020 9:48:24 AM"
"140",592252,"1/1/1968 12:00:00 AM","Durum wheat",3372,NA,NA,NA,NA,NA,506,NA,NA,NA,15213,"7/23/2020 9:48:24 AM"
"141",592253,"1/1/1968 12:00:00 AM","Flaxseed",3140,NA,NA,NA,NA,NA,4016,NA,NA,NA,2764,"7/23/2020 9:48:24 AM"
"142",592254,"1/1/1968 12:00:00 AM","Oats",4736,NA,NA,NA,NA,NA,7933,NA,NA,NA,4880,"7/23/2020 9:48:24 AM"
"143",592255,"1/1/1968 12:00:00 AM","Rye",1636,NA,NA,NA,NA,NA,1806,NA,NA,NA,4679,"7/23/2020 9:48:24 AM"
"144",592256,"1/1/1968 12:00:00 AM","Wheat, excluding durum",304256,NA,NA,NA,NA,NA,136325,NA,NA,NA,616789,"7/23/2020 9:48:24 AM"
"145",592257,"2/1/1968 12:00:00 AM","All grains, total",422766,NA,NA,NA,NA,NA,104419,NA,NA,NA,431056,"7/23/2020 9:48:24 AM"
"146",592258,"2/1/1968 12:00:00 AM","Barley",71792,NA,NA,NA,NA,NA,12506,NA,NA,NA,19687,"7/23/2020 9:48:24 AM"
"147",592259,"2/1/1968 12:00:00 AM","Canola (rapeseed)",14080,NA,NA,NA,NA,NA,1368,NA,NA,NA,11170,"7/23/2020 9:48:24 AM"
"148",592260,"2/1/1968 12:00:00 AM","Durum wheat",2844,NA,NA,NA,NA,NA,234,NA,NA,NA,6020,"7/23/2020 9:48:24 AM"
"149",592261,"2/1/1968 12:00:00 AM","Flaxseed",2261,NA,NA,NA,NA,NA,1562,NA,NA,NA,975,"7/23/2020 9:48:24 AM"
"150",592262,"2/1/1968 12:00:00 AM","Oats",6925,NA,NA,NA,NA,NA,10917,NA,NA,NA,5182,"7/23/2020 9:48:24 AM"
"151",592263,"2/1/1968 12:00:00 AM","Rye",3201,NA,NA,NA,NA,NA,3528,NA,NA,NA,7105,"7/23/2020 9:48:24 AM"
"152",592264,"2/1/1968 12:00:00 AM","Wheat, excluding durum",321663,NA,NA,NA,NA,NA,74304,NA,NA,NA,380917,"7/23/2020 9:48:24 AM"
"153",592265,"3/1/1968 12:00:00 AM","All grains, total",489681,NA,NA,NA,NA,NA,164596,NA,NA,NA,527451,"7/23/2020 9:48:24 AM"
"154",592266,"3/1/1968 12:00:00 AM","Barley",88579,NA,NA,NA,NA,NA,14768,NA,NA,NA,24514,"7/23/2020 9:48:24 AM"
"155",592267,"3/1/1968 12:00:00 AM","Canola (rapeseed)",16479,NA,NA,NA,NA,NA,1960,NA,NA,NA,13785,"7/23/2020 9:48:24 AM"
"156",592268,"3/1/1968 12:00:00 AM","Durum wheat",1709,NA,NA,NA,NA,NA,523,NA,NA,NA,8069,"7/23/2020 9:48:24 AM"
"157",592269,"3/1/1968 12:00:00 AM","Flaxseed",2192,NA,NA,NA,NA,NA,4803,NA,NA,NA,2952,"7/23/2020 9:48:24 AM"
"158",592270,"3/1/1968 12:00:00 AM","Oats",11212,NA,NA,NA,NA,NA,15217,NA,NA,NA,8805,"7/23/2020 9:48:24 AM"
"159",592271,"3/1/1968 12:00:00 AM","Rye",3597,NA,NA,NA,NA,NA,4463,NA,NA,NA,8885,"7/23/2020 9:48:24 AM"
"160",592272,"3/1/1968 12:00:00 AM","Wheat, excluding durum",365913,NA,NA,NA,NA,NA,122862,NA,NA,NA,460441,"7/23/2020 9:48:24 AM"
"161",592273,"4/1/1968 12:00:00 AM","All grains, total",264974,NA,NA,NA,NA,NA,128625,NA,NA,NA,395564,"7/23/2020 9:48:24 AM"
"162",592274,"4/1/1968 12:00:00 AM","Barley",60995,NA,NA,NA,NA,NA,18315,NA,NA,NA,22297,"7/23/2020 9:48:24 AM"
"163",592275,"4/1/1968 12:00:00 AM","Canola (rapeseed)",15461,NA,NA,NA,NA,NA,2372,NA,NA,NA,11460,"7/23/2020 9:48:24 AM"
"164",592276,"4/1/1968 12:00:00 AM","Durum wheat",708,NA,NA,NA,NA,NA,607,NA,NA,NA,7854,"7/23/2020 9:48:24 AM"
"165",592277,"4/1/1968 12:00:00 AM","Flaxseed",996,NA,NA,NA,NA,NA,2710,NA,NA,NA,1707,"7/23/2020 9:48:24 AM"
"166",592278,"4/1/1968 12:00:00 AM","Oats",7040,NA,NA,NA,NA,NA,16096,NA,NA,NA,5486,"7/23/2020 9:48:24 AM"
"167",592279,"4/1/1968 12:00:00 AM","Rye",3589,NA,NA,NA,NA,NA,5428,NA,NA,NA,11113,"7/23/2020 9:48:24 AM"
"168",592280,"4/1/1968 12:00:00 AM","Wheat, excluding durum",176185,NA,NA,NA,NA,NA,83097,NA,NA,NA,335647,"7/23/2020 9:48:24 AM"
"169",592281,"5/1/1968 12:00:00 AM","All grains, total",215660,NA,NA,NA,NA,NA,108969,NA,NA,NA,389661,"7/23/2020 9:48:24 AM"
"170",592282,"5/1/1968 12:00:00 AM","Barley",55145,NA,NA,NA,NA,NA,21740,NA,NA,NA,22595,"7/23/2020 9:48:24 AM"
